Office,Parish,Ward,Precinct,"Kamala D. Harris, Tim Walz Democratic (DEM)","Jill Stein, Ajamu Baraka Green (GRN)","Chase Oliver, Mike ter Maat Libertarian (LBT)","Donald J. Trump, ""JD"" Vance Republican (REP)","Peter Sonski, Lauren Onak American Solidarity Party (OTH)","Randall Terry, Stephen Broden Constitution Party (OTH)","Mattie Preston, Shannel Conner Godliness, Truth, Justice (OTH)","Cornel West, Melina Abdullah Justice For All (OTH)","Claudia de la Cruz, Karina Garcia Socialism and Liberation (OTH)","Rachele Fruit, Dennis Richter Socialist Workers Party (OTH)","Robert F. Kennedy, Jr., Nicole Shanahan We The People (OTH)"
"Presidential Electors","St. Tammany","00","911","76","4","1","317","0","0","1","0","1","0","3"
"Presidential Electors","St. Tammany","00","913","332","4","3","249","2","1","2","1","0","0","4"
"Presidential Electors","St. Tammany","00","914","178","4","1","104","0","0","0","2","4","0","0"
"Presidential Electors","St. Tammany","00","915","221","2","0","337","3","0","0","1","1","0","2"
"Presidential Electors","St. Tammany","00","916","46","1","0","86","0","1","0","1","0","0","0"
"Presidential Electors","St. Tammany","00","917","41","0","1","96","1","0","0","0","0","0","1"
"Presidential Electors","St. Tammany","00","918","35","1","0","126","0","0","0","0","0","0","1"
"Presidential Electors","St. Tammany","00","921","158","1","0","329","0","0","0","1","0","0","2"
"Presidential Electors","St. Tammany","00","922","73","0","0","33","1","0","0","1","0","0","0"
"Presidential Electors","St. Tammany","00","A01","79","5","1","214","0","0","0","0","0","0","0"
"Presidential Electors","St. Tammany","00","A02","136","2","5","234","1","1","1","0","0","0","3"
"Presidential Electors","St. Tammany","00","A02A","20","2","0","106","0","0","0","0","0","0","2"
"Presidential Electors","St. Tammany","00","A03","95","2","4","323","2","0","1","0","0","0","2"
"Presidential Electors","St. Tammany","00","A04","49","1","0","138","0","0","0","1","0","0","1"
"Presidential Electors","St. Tammany","00","C01","46","1","2","168","0","0","0","0","0","0","4"
"Presidential Electors","St. Tammany","00","C02","43","2","0","106","0","0","0","0","0","0","1"
"Presidential Electors","St. Tammany","00","C03","112","2","5","202","1","0","0","0","0","0","3"
"Presidential Electors","St. Tammany","00","C04","84","4","2","179","3","1","0","0","0","0","4"
"Presidential Electors","St. Tammany","00","C06","122","0","1","88","2","0","0","0","0","0","0"
"Presidential Electors","St. Tammany","00","C07","50","0","1","28","0","0","1","0","0","0","1"
"Presidential Electors","St. Tammany","00","C08","54","1","0","53","1","0","0","0","0","0","0"
"Presidential Electors","St. Tammany","00","C09","95","3","3","245","4","0","1","0","0","0","0"
"Presidential Electors","St. Tammany","00","C11","113","3","2","285","1","0","0","0","1","0","6"
"Presidential Electors","St. Tammany","00","F01","154","0","2","279","0","0","2","0","0","0","1"
"Presidential Electors","St. Tammany","00","M01","67","0","1","176","0","0","1","1","0","1","3"
"Presidential Electors","St. Tammany","00","M02","165","3","7","381","1","1","0","0","2","0","2"
"Presidential Electors","St. Tammany","00","M04","166","5","7","379","0","2","1","2","0","0","6"
"Presidential Electors","St. Tammany","00","M06","80","3","4","224","0","1","0","0","0","0","1"
"Presidential Electors","St. Tammany","00","M07","102","0","5","210","1","0","0","0","0","0","1"
"Presidential Electors","St. Tammany","00","M08","65","5","0","207","0","0","0","0","0","0","0"
"Presidential Electors","St. Tammany","00","M09","28","0","2","87","0","0","0","0","0","0","2"
"Presidential Electors","St. Tammany","00","M09A","46","0","2","147","0","0","0","0","0","0","0"
"Presidential Electors","St. Tammany","00","M10","116","2","3","331","1","1","1","0","0","0","2"
"Presidential Electors","St. Tammany","00","M11","74","6","2","305","0","1","0","0","1","0","4"
"Presidential Electors","St. Tammany","00","M12","53","10","6","194","2","0","0","1","0","0","1"
"Presidential Electors","St. Tammany","00","MD1","82","0","4","337","0","0","0","0","2","0","2"
"Presidential Electors","St. Tammany","00","P01","72","3","3","524","0","0","1","0","2","0","2"
"Presidential Electors","St. Tammany","00","S01","109","3","0","306","3","0","0","1","0","0","1"
"Presidential Electors","St. Tammany","00","S02","60","0","3","150","4","0","1","1","0","0","0"
"Presidential Electors","St. Tammany","00","S03","89","3","0","255","0","0","0","0","1","0","2"
"Presidential Electors","St. Tammany","00","S04","75","0","2","239","0","0","1","0","0","0","1"
"Presidential Electors","St. Tammany","00","S05","118","1","5","357","2","1","0","0","0","2","0"
"Presidential Electors","St. Tammany","00","S06","135","2","0","231","0","1","0","1","0","0","1"
"Presidential Electors","St. Tammany","00","S07","165","4","0","69","1","0","0","0","1","0","0"
"Presidential Electors","St. Tammany","00","S08","124","2","3","208","0","1","2","0","0","0","0"
"Presidential Electors","St. Tammany","00","S09","58","1","2","196","1","0","0","0","0","0","0"
"Presidential Electors","St. Tammany","00","S10","101","4","2","243","0","0","0","0","2","0","1"
"Presidential Electors","St. Tammany","00","S11","100","2","2","209","0","0","2","0","0","0","3"
"Presidential Electors","St. Tammany","00","S13","43","2","1","139","0","0","0","0","0","0","0"
"Presidential Electors","St. Tammany","00","S15","129","3","2","140","1","0","1","2","0","0","1"
"Presidential Electors","St. Tammany","00","S16","183","0","1","260","0","0","1","1","0","0","0"
"Presidential Electors","St. Tammany","00","S17","130","1","3","212","0","0","0","0","0","0","3"
"Presidential Electors","St. Tammany","00","S18","106","1","2","234","3","0","0","0","0","0","5"
"Presidential Electors","St. Tammany","00","S19","114","1","1","61","0","0","1","1","0","0","1"
"Presidential Electors","St. Tammany","00","S21","134","0","0","112","0","0","0","1","0","0","2"
"Presidential Electors","St. Tammany","00","S22","56","0","0","64","0","0","0","0","0","0","0"
"Presidential Electors","St. Tammany","00","S23","46","0","2","68","0","0","0","0","0","0","0"
"Presidential Electors","St. Tammany","00","S24","218","0","1","81","0","0","2","1","1","0","0"
"Presidential Electors","St. Tammany","Early Voting","","22194","150","280","56673","68","56","59","48","29","7","232"
"Presidential Electors","St. Tammany","Provisional Votes","","1","0","0","2","0","0","0","0","0","0","0"
"Presidential Electors","Tangipahoa","00","002","523","5","3","138","1","0","4","2","0","0","4"
"Presidential Electors","Tangipahoa","00","006","143","1","0","20","0","0","0","1","0","0","0"
"Presidential Electors","Tangipahoa","00","011","162","2","0","91","0","0","0","2","1","0","0"
"Presidential Electors","Tangipahoa","00","015","83","0","1","65","0","0","1","0","0","0","1"
"Presidential Electors","Tangipahoa","00","016","35","0","0","110","0","2","1","1","1","0","0"
"Presidential Electors","Tangipahoa","00","017","395","1","1","78","1","0","1","2","1","2","2"
"Presidential Electors","Tangipahoa","00","028","126","1","1","270","0","0","0","0","0","0","3"
"Presidential Electors","Tangipahoa","00","033","45","1","0","165","1","0","0","1","0","0","1"
"Presidential Electors","Tangipahoa","00","040A","200","2","1","230","0","0","0","1","1","0","1"
"Presidential Electors","Tangipahoa","00","041","141","5","5","278","3","0","0","1","0","0","2"
"Presidential Electors","Tangipahoa","00","042","266","0","6","218","0","0","2","3","0","0","1"
"Presidential Electors","Tangipahoa","00","043","405","2","2","97","0","0","3","0","0","1","3"
"Presidential Electors","Tangipahoa","00","044","138","1","0","459","1","0","1","1","0","0","3"
"Presidential Electors","Tangipahoa","00","045A","245","1","0","94","0","0","1","0","0","0","1"
"Presidential Electors","Tangipahoa","00","045B","92","0","0","89","1","0","0","1","0","0","0"
"Presidential Electors","Tangipahoa","00","046","390","2","0","23","0","0","0","3","1","0","0"
"Presidential Electors","Tangipahoa","00","047","295","2","1","75","0","0","1","0","1","0","1"
"Presidential Electors","Tangipahoa","00","049","249","1","3","143","0","1","1","0","0","0","2"
"Presidential Electors","Tangipahoa","00","070","139","3","1","433","0","0","1","0","0","0","5"
"Presidential Electors","Tangipahoa","00","070A","80","1","0","159","0","0","0","0","0","0","1"
"Presidential Electors","Tangipahoa","00","071","208","0","4","305","1","0","1","0","0","0","2"
"Presidential Electors","Tangipahoa","00","072","61","0","0","122","1","0","1","0","0","0","0"
"Presidential Electors","Tangipahoa","00","072A","236","0","2","448","0","0","0","0","0","0","2"
"Presidential Electors","Tangipahoa","00","073","239","3","2","404","0","0","1","1","1","0","3"
"Presidential Electors","Tangipahoa","00","074","156","1","6","385","0","0","1","0","0","0","1"
"Presidential Electors","Tangipahoa","00","101","111","0","0","172","1","0","0","0","1","0","1"
"Presidential Electors","Tangipahoa","00","102","118","2","0","414","0","1","1","1","0","0","1"
"Presidential Electors","Tangipahoa","00","104","123","0","2","453","0","0","0","0","0","0","5"
"Presidential Electors","Tangipahoa","00","105","13","0","0","43","0","0","0","0","0","0","0"
"Presidential Electors","Tangipahoa","00","106","79","1","2","234","0","1","2","0","1","1","2"
"Presidential Electors","Tangipahoa","00","106A","45","0","1","167","0","0","0","0","1","0","0"
"Presidential Electors","Tangipahoa","00","107","178","3","0","66","0","0","1","1","0","0","2"
"Presidential Electors","Tangipahoa","00","108","96","1","1","314","0","0","0","0","0","0","1"
"Presidential Electors","Tangipahoa","00","109","175","1","1","129","0","0","0","0","0","0","0"
"Presidential Electors","Tangipahoa","00","110","78","2","0","411","1","1","1","0","0","0","1"
"Presidential Electors","Tangipahoa","00","111A","237","1","1","185","0","0","1","0","1","0","1"
"Presidential Electors","Tangipahoa","00","112","63","0","1","434","0","0","1","0","0","1","2"
"Presidential Electors","Tangipahoa","00","114","29","0","2","331","0","0","0","1","0","0","0"
"Presidential Electors","Tangipahoa","00","115B","105","2","0","29","0","0","1","1","0","1","0"
"Presidential Electors","Tangipahoa","00","116","97","1","0","354","1","1","0","0","1","0","1"
"Presidential Electors","Tangipahoa","00","117","92","1","1","407","0","0","0","0","0","0","0"
"Presidential Electors","Tangipahoa","00","118","92","2","2","522","1","1","0","1","0","0","0"
"Presidential Electors","Tangipahoa","00","118A","47","0","0","276","1","0","1","1","1","0","1"
"Presidential Electors","Tangipahoa","00","119","104","0","1","236","0","0","0","1","1","0","0"
"Presidential Electors","Tangipahoa","00","120","96","0","2","631","0","0","3","1","0","0","3"
"Presidential Electors","Tangipahoa","00","120A","51","1","4","610","0","1","1","0","0","0","5"
"Presidential Electors","Tangipahoa","00","120B","94","4","0","186","0","0","0","0","0","0","1"
"Presidential Electors","Tangipahoa","00","121","30","1","2","170","0","0","1","0","0","0","1"
"Presidential Electors","Tangipahoa","00","121A","156","1","1","431","3","0","0","0","1","0","0"
"Presidential Electors","Tangipahoa","00","122A","67","1","1","316","1","0","0","0","0","0","0"
"Presidential Electors","Tangipahoa","00","122B","109","1","2","658","1","1","0","0","0","0","3"
"Presidential Electors","Tangipahoa","00","122C","169","3","2","628","0","0","0","1","0","0","4"
"Presidential Electors","Tangipahoa","00","123","193","1","2","384","2","0","0","0","0","0","1"
"Presidential Electors","Tangipahoa","00","124","128","1","3","568","0","0","0","0","0","0","1"
"Presidential Electors","Tangipahoa","00","125","205","2","1","339","0","0","2","0","0","0","4"
"Presidential Electors","Tangipahoa","00","127","134","0","0","239","1","1","0","2","0","0","5"
"Presidential Electors","Tangipahoa","00","129A","91","0","1","136","1","0","0","0","0","0","0"
"Presidential Electors","Tangipahoa","00","133","138","2","1","252","0","0","0","3","1","0","1"
"Presidential Electors","Tangipahoa","00","133A","123","0","1","252","0","0","2","2","1","0","0"
"Presidential Electors","Tangipahoa","00","137","73","1","4","495","0","0","2","0","1","0","2"
"Presidential Electors","Tangipahoa","00","137A","67","1","3","373","0","0","0","1","1","0","1"
"Presidential Electors","Tangipahoa","00","137B","169","0","3","222","0","0","0","0","0","0","0"
"Presidential Electors","Tangipahoa","00","137C","81","3","2","627","3","0","1","1","0","0","1"
"Presidential Electors","Tangipahoa","00","137D","66","0","2","506","0","0","0","0","0","0","1"
"Presidential Electors","Tangipahoa","00","139","82","2","2","120","2","0","0","0","0","0","3"
"Presidential Electors","Tangipahoa","00","141","120","2","2","147","1","1","2","0","0","0","0"
"Presidential Electors","Tangipahoa","00","141A","97","0","2","210","1","0","0","0","0","1","0"
"Presidential Electors","Tangipahoa","00","143","189","1","2","261","4","1","1","0","0","0","2"
"Presidential Electors","Tangipahoa","00","143A","148","1","1","350","2","0","1","0","0","0","0"
"Presidential Electors","Tangipahoa","00","145","161","1","2","649","1","1","0","1","1","0","1"
"Presidential Electors","Tangipahoa","00","147","75","3","1","396","0","0","0","1","0","0","0"
"Presidential Electors","Tangipahoa","00","149","35","1","2","244","0","0","0","1","3","0","0"
"Presidential Electors","Tangipahoa","00","149A","106","2","4","542","1","0","3","0","0","0","3"
"Presidential Electors","Tangipahoa","00","151","77","2","3","673","0","0","0","0","1","0","3"
"Presidential Electors","Tangipahoa","Early Voting","","6614","31","52","15791","12","13","39","18","6","5","63"
"Presidential Electors","Tangipahoa","Provisional Votes","","8","0","0","18","0","0","0","0","0","0","0"
"Presidential Electors","Tensas","00","01","14","0","0","60","0","0","0","0","0","0","0"
"Presidential Electors","Tensas","00","04","49","0","0","37","0","0","0","0","0","0","0"
"Presidential Electors","Tensas","00","04A","4","0","0","4","0","0","0","0","1","0","0"
"Presidential Electors","Tensas","00","04B","7","0","0","1","0","0","0","0","0","0","0"
"Presidential Electors","Tensas","00","05","52","0","0","6","0","1","0","0","0","0","0"
"Presidential Electors","Tensas","00","05A","24","0","0","6","0","0","0","0","0","0","0"
"Presidential Electors","Tensas","00","07","10","0","0","28","0","0","0","0","0","0","0"
"Presidential Electors","Tensas","00","09","17","0","0","24","0","0","0","0","1","0","0"
"Presidential Electors","Tensas","00","10","26","0","0","71","0","0","0","0","0","0","0"
"Presidential Electors","Tensas","00","11","9","0","1","88","0","0","0","0","0","0","0"
"Presidential Electors","Tensas","00","11A","24","0","0","21","0","0","0","0","0","0","0"
"Presidential Electors","Tensas","00","11B","8","0","0","4","0","0","0","0","0","1","0"
"Presidential Electors","Tensas","00","12","117","2","1","17","1","0","1","2","0","0","0"
"Presidential Electors","Tensas","00","15","149","1","1","14","0","3","1","0","0","0","1"
"Presidential Electors","Tensas","00","17","17","0","1","75","0","0","0","0","1","0","2"
"Presidential Electors","Tensas","Early Voting","","474","1","0","632","0","2","3","0","0","0","4"
